"","year","religion_importance","happiness","gender","age","religion","financial_satisfaction","living_standard","trust_people","trust_family","trust_foreigners"
"2100",2020,4,2,1,50,0,8,3,1,1,2
"2101",2020,4,2,2,20,0,7,3,2,1,2
"2102",2020,3,2,1,23,0,8,3,1,1,2
"2103",2020,2,2,2,60,9,10,1,1,2,2
"2104",2020,3,2,2,56,1,8,3,2,1,2
"2105",2020,4,2,1,66,0,7,1,2,1,2
"2106",2020,3,2,2,65,1,8,1,2,1,2
"2107",2020,1,3,2,41,9,1,2,2,2,2
"2108",2020,3,2,2,39,1,9,1,2,1,2
"2109",2020,4,2,2,36,0,8,2,1,1,1
"2110",2020,1,2,2,30,1,6,3,2,2,4
"2111",2020,4,3,2,55,2,4,3,2,2,2
"2112",2020,3,1,2,49,1,8,1,1,1,2
"2113",2020,2,2,1,38,3,7,1,2,1,3
"2114",2020,4,2,1,19,0,7,1,1,1,2
"2115",2020,3,2,1,28,1,4,2,1,3,2
"2116",2020,4,2,2,58,0,6,2,1,1,2
"2117",2020,2,1,1,68,2,9,1,1,1,2
"2118",2020,3,2,1,32,2,9,1,1,1,2
"2119",2020,4,1,1,29,0,3,1,1,2,1
"2120",2020,4,3,2,56,0,2,2,2,1,2
"2121",2020,1,2,2,38,2,5,1,2,4,4
"2122",2020,1,2,2,20,6,7,3,2,2,2
"2123",2020,4,4,1,26,0,4,1,1,1,2
"2124",2020,4,2,1,40,0,8,1,1,1,2
"2125",2020,4,2,1,80,0,8,1,1,1,2
"2126",2020,4,1,1,41,1,8,3,2,1,2
"2127",2020,2,2,2,48,1,7,2,1,1,2
"2128",2020,4,2,1,49,0,4,2,1,1,2
"2129",2020,2,3,2,52,0,1,3,2,1,3
"2130",2020,3,1,1,32,1,10,1,1,1,1
"2131",2020,3,2,2,36,0,6,3,1,2,2
"2132",2020,3,2,1,46,1,8,1,2,1,2
"2133",2020,1,2,2,39,2,9,1,2,1,2
"2134",2020,2,2,1,75,1,10,1,2,1,3
"2135",2020,1,3,1,33,0,2,2,2,2,3
"2136",2020,4,3,1,42,7,5,2,1,2,1
"2137",2020,3,2,2,33,1,6,1,2,1,3
"2138",2020,2,2,2,21,7,5,3,2,2,2
"2139",2020,4,2,2,62,0,3,2,2,1,2
"2140",2020,4,4,1,33,0,5,3,2,2,3
"2141",2020,1,1,1,22,2,7,1,2,1,2
"2142",2020,4,4,2,38,0,6,1,2,4,2
"2143",2020,2,1,2,27,1,6,3,2,1,3
"2144",2020,2,2,2,80,1,6,3,1,1,3
"2145",2020,4,2,2,62,2,6,2,1,1,2
"2146",2020,2,2,2,26,1,4,3,2,1,3
"2147",2020,2,2,2,30,4,1,3,2,2,2
"2148",2020,3,2,1,21,1,7,3,2,1,2
"2149",2020,1,3,2,44,9,1,2,2,2,3
"2150",2020,2,2,1,39,1,8,2,1,3,2
"2151",2020,3,2,2,27,0,8,2,1,1,2
"2152",2020,3,2,2,32,1,5,1,2,1,2
"2153",2020,2,1,1,32,2,5,1,2,2,2
"2154",2020,3,2,2,37,5,7,3,1,1,2
"2155",2020,3,3,2,22,0,6,3,2,3,3
"2156",2020,3,2,2,67,0,7,3,2,2,2
"2157",2020,4,3,1,18,7,9,3,1,1,1
"2158",2020,3,4,1,45,0,7,1,2,1,2
"2159",2020,3,1,2,52,0,7,1,1,1,1
"2160",2020,4,2,2,46,0,6,1,2,2,3
"2161",2020,4,2,1,53,0,8,1,2,2,2
"2162",2020,3,3,1,19,1,3,2,2,2,3
"2163",2020,3,2,1,19,2,8,1,2,1,3
"2164",2020,2,1,1,34,2,6,1,1,1,2
"2165",2020,4,1,1,38,0,8,1,1,2,1
"2166",2020,3,2,1,62,1,10,2,2,3,2
"2167",2020,3,2,2,41,4,7,1,2,1,2
"2168",2020,2,2,2,22,3,4,2,2,1,2
"2169",2020,2,2,1,71,1,4,1,2,1,3
"2170",2020,4,2,2,21,0,4,1,1,1,3
"2171",2020,4,2,1,23,0,6,1,2,1,4
"2172",2020,2,1,1,20,1,6,2,2,1,2
"2173",2020,4,2,2,39,0,1,2,2,1,1
"2174",2020,1,2,2,76,9,10,3,1,1,2
"2175",2020,3,2,2,19,0,5,3,1,1,2
"2176",2020,1,4,1,44,8,1,2,2,2,2
"2177",2020,1,2,2,29,8,4,1,1,1,2
"2178",2020,2,2,2,25,9,9,3,2,2,2
"2179",2020,4,2,2,39,0,7,1,1,1,2
"2180",2020,4,2,1,47,0,7,3,2,2,1
"2181",2020,4,1,2,44,0,6,1,2,1,2
"2182",2020,2,2,1,52,1,7,3,2,2,2
"2183",2020,4,2,2,62,1,10,1,1,1,2
"2184",2020,4,2,1,60,0,7,1,2,1,1
"2185",2020,3,2,2,63,3,7,1,1,1,2
"2186",2020,3,2,2,66,2,8,1,1,1,2
"2187",2020,3,2,2,30,8,9,3,1,1,2
"2188",2020,4,2,1,37,1,9,1,2,1,2
"2189",2020,4,3,1,30,1,8,3,2,1,2
"2190",2020,2,1,1,41,2,10,1,1,1,2
"2191",2020,4,2,2,38,0,10,1,1,2,2
"2192",2020,4,2,1,66,2,8,3,1,1,2
"2193",2020,3,1,2,60,1,7,1,1,1,3
"2194",2020,3,2,1,43,1,7,3,1,1,2
"2195",2020,1,2,2,55,1,5,3,2,2,2
"2196",2020,1,2,1,60,8,9,1,2,2,2
"2197",2020,2,2,2,56,1,9,3,1,1,1
"2198",2020,3,2,1,62,0,4,2,2,1,2
"2199",2020,3,2,1,67,1,10,3,2,1,2
"2200",2020,4,2,2,28,0,7,3,1,1,2
"2201",2020,3,2,2,70,1,8,3,1,1,2
"2202",2020,2,1,2,32,0,4,1,2,1,3
"2203",2020,4,2,2,49,0,10,3,2,1,1
"2204",2020,3,2,2,39,0,3,2,2,1,2
"2205",2020,3,1,2,68,2,4,2,2,1,3
"2206",2020,3,2,2,23,0,7,2,2,1,2
"2207",2020,4,2,1,72,0,5,3,1,3,1
"2208",2020,2,2,2,26,1,5,3,2,2,3
"2209",2020,3,2,1,66,1,4,3,2,3,2
"2210",2020,2,2,1,34,0,6,1,1,2,3
"2211",2020,4,3,1,60,0,5,2,1,2,2
"2212",2020,3,2,1,52,0,8,3,1,2,2
"2213",2020,4,2,1,24,0,10,3,2,1,3
"2214",2020,4,2,1,68,0,8,1,2,1,2
"2215",2020,4,4,1,26,0,1,2,1,3,2
"2216",2020,4,2,2,58,2,8,1,1,1,2
"2217",2020,4,2,1,29,0,8,2,2,2,3
"2218",2020,4,2,1,46,1,9,1,2,1,2
"2219",2020,3,1,1,47,0,8,1,2,1,1
"2220",2020,4,1,2,67,0,10,1,2,2,2
"2221",2020,3,2,1,38,0,8,1,1,2,1
"2222",2020,2,2,2,23,1,7,1,1,1,1
"2223",2020,2,2,1,26,0,7,1,2,3,3
"2224",2020,2,2,1,21,1,8,2,1,1,2
"2225",2020,4,2,2,24,0,5,1,1,1,2
"2226",2020,4,1,2,69,0,9,1,1,1,1
"2227",2020,3,2,2,74,2,7,1,2,1,2
"2228",2020,4,2,2,77,0,6,2,2,1,2
"2229",2020,2,2,2,52,2,7,1,1,1,2
"2230",2020,1,2,1,54,2,9,3,2,1,2
"2231",2020,4,2,1,28,0,7,3,2,1,2
"2232",2020,1,2,2,73,1,9,3,1,1,1
"2233",2020,3,1,1,72,1,9,1,2,2,3
"2234",2020,4,2,1,60,2,8,3,2,2,2
"2235",2020,3,2,1,59,1,4,1,1,2,2
"2236",2020,2,2,1,19,5,8,1,2,2,3
"2237",2020,4,1,1,45,4,3,3,1,1,2
"2238",2020,1,2,2,49,9,1,2,2,2,2
"2239",2020,4,1,1,82,0,10,1,2,1,3
"2240",2020,1,1,2,62,1,10,1,2,2,2
"2241",2020,4,2,1,61,0,6,1,2,2,2
"2242",2020,1,3,1,61,0,3,1,1,1,2
"2243",2020,3,1,1,67,2,8,3,1,1,2
"2244",2020,4,2,1,59,0,8,2,2,1,2
"2245",2020,1,2,1,38,4,6,1,2,1,3
"2246",2020,4,2,2,27,4,6,1,2,1,2
"2247",2020,2,1,1,30,1,9,1,1,1,1
"2248",2020,3,2,1,46,7,3,2,2,2,3
"2249",2020,1,1,1,55,2,10,2,1,1,1
"2250",2020,3,2,1,51,0,10,3,2,2,3
"2251",2020,4,2,1,49,1,6,1,2,2,3
"2252",2020,4,3,2,36,0,2,3,2,3,2
"2253",2020,3,2,2,23,1,9,3,2,3,2
"2254",2020,3,2,2,38,0,8,3,1,2,2
"2255",2020,1,2,2,46,5,3,1,2,1,2
"2256",2020,2,2,1,65,2,8,1,1,2,2
"2257",2020,3,2,2,66,2,10,1,2,1,1
"2258",2020,3,2,1,67,0,8,1,2,2,2
"2259",2020,2,2,1,33,1,8,3,2,2,3
"2260",2020,4,1,1,73,0,9,1,2,1,2
"2261",2020,2,2,2,63,1,7,3,2,1,3
"2262",2020,4,2,1,78,0,5,1,1,1,2
"2263",2020,3,2,2,29,0,5,1,1,2,2
"2264",2020,2,1,2,74,3,9,1,1,1,1
"2265",2020,4,2,2,59,0,10,1,2,2,3
"2266",2020,2,2,1,47,0,3,1,2,1,2
"2267",2020,3,2,2,41,1,5,2,2,2,3
"2268",2020,2,2,1,69,1,3,3,2,2,2
"2269",2020,4,2,1,64,0,6,1,1,1,2
"2270",2020,1,2,2,54,1,8,3,1,1,2
"2271",2020,4,2,2,30,0,6,3,2,1,3
"2272",2020,4,2,2,29,0,8,1,2,1,2
"2273",2020,1,1,1,31,2,10,3,1,1,2
"2274",2020,3,2,1,53,2,7,3,1,2,2
"2275",2020,2,2,2,41,0,6,3,2,1,2
"2276",2020,3,1,2,23,2,8,1,1,1,2
"2277",2020,4,1,1,66,0,10,1,1,1,2
"2278",2020,4,2,2,25,2,5,2,2,2,2
"2279",2020,4,2,1,37,0,4,2,2,4,4
"2280",2020,1,1,1,59,2,10,3,1,1,2
"2281",2020,3,2,1,57,2,6,3,1,2,2
"2282",2020,4,2,2,25,0,6,3,2,1,2
"2283",2020,2,1,1,80,2,10,1,1,1,2
"2284",2020,2,2,2,22,1,7,1,2,1,2
"2285",2020,4,2,2,39,0,6,3,2,2,2
"2286",2020,4,1,1,64,1,7,1,1,2,2
"2287",2020,3,1,1,68,0,8,1,1,1,2
"2288",2020,1,2,2,55,1,9,1,2,1,2
"2289",2020,3,2,2,66,2,9,1,1,1,1
"2290",2020,4,2,1,31,0,6,1,2,1,2
"2291",2020,4,2,2,31,0,7,1,1,1,1
"2292",2020,1,3,2,74,2,1,2,2,1,3
"2293",2020,3,2,1,76,2,8,1,1,1,2
"2294",2020,2,3,1,31,1,5,1,2,3,1
"2295",2020,4,2,2,26,0,8,3,1,1,1
"2296",2020,4,3,1,58,0,8,2,2,2,2
"2297",2020,3,2,1,65,1,8,1,2,2,3
"2298",2020,1,2,2,46,1,8,1,1,1,3
"2299",2020,4,1,2,54,0,9,2,1,2,2
"2300",2020,3,3,2,47,2,8,3,2,2,2
"2301",2020,2,2,1,62,2,7,2,2,1,2
"2302",2020,4,2,2,21,0,7,2,1,1,2
"2303",2020,4,3,2,65,0,7,2,2,2,2
"2304",2020,4,2,2,45,0,4,3,1,2,2
"2305",2020,3,3,1,25,1,6,1,2,1,3
"2306",2020,4,2,2,25,0,5,1,1,1,2
"2307",2020,1,2,2,26,1,10,1,1,1,1
"2308",2020,4,2,1,46,0,6,1,1,1,1
"2309",2020,4,1,1,47,0,5,2,2,4,4
"2310",2020,4,2,1,19,0,5,1,1,1,2
"2311",2020,3,2,2,43,1,7,2,2,2,2
"2312",2020,4,4,1,65,0,7,1,2,2,2
"2313",2020,2,2,2,69,0,5,3,2,3,3
"2314",2020,1,3,2,57,1,1,1,2,4,3
"2315",2020,4,2,1,70,0,7,1,2,1,2
"2316",2020,1,2,2,51,0,6,1,1,1,2
"2317",2020,3,2,2,43,1,5,2,2,1,2
"2318",2020,3,4,2,18,0,7,2,2,2,3
"2319",2020,3,2,1,67,2,4,3,2,1,2
"2320",2020,4,2,2,48,0,6,1,2,2,3
"2321",2020,3,2,2,26,0,6,1,2,1,2
"2322",2020,4,2,2,24,1,5,1,2,2,2
"2323",2020,3,3,1,46,1,4,3,2,1,2
"2324",2020,2,2,1,31,2,7,2,1,2,2
"2325",2020,2,2,2,59,3,6,2,2,2,2
"2326",2020,3,1,2,73,0,9,3,1,1,2
"2327",2020,2,1,2,75,4,6,3,1,1,1
"2328",2020,4,1,2,61,0,8,2,1,1,2
"2329",2020,4,3,2,44,0,2,2,2,2,2
"2330",2020,3,1,1,57,0,7,3,2,1,2
"2331",2020,2,2,2,45,3,9,1,2,1,2
"2332",2020,4,3,2,33,0,6,1,2,1,2
"2333",2020,3,2,1,27,0,8,3,1,1,2
"2334",2020,4,3,2,18,0,7,1,2,3,2
"2335",2020,4,1,2,66,2,7,1,1,1,2
"2336",2020,4,2,1,71,1,8,3,1,2,2
"2337",2020,3,2,2,48,1,8,1,2,2,2
"2338",2020,3,2,2,68,0,9,2,1,2,2
"2339",2020,4,1,2,63,0,9,3,2,1,2
"2340",2020,4,3,1,29,0,1,2,2,1,4
"2341",2020,2,2,2,40,3,5,1,1,1,2
"2342",2020,4,2,1,75,0,8,1,1,1,2
"2343",2020,4,2,1,76,0,4,2,1,1,2
"2344",2020,3,1,1,30,1,4,3,2,1,2
"2345",2020,1,3,2,45,9,1,3,2,2,2
"2346",2020,4,1,1,68,1,7,1,2,1,2
"2347",2020,3,3,2,22,0,4,3,1,1,2
"2348",2020,3,1,2,36,0,8,1,1,1,1
"2349",2020,4,1,2,54,0,10,2,1,1,1
"2350",2020,2,2,1,60,0,9,1,2,2,2
"2351",2020,4,4,2,27,0,5,1,2,2,2
"2352",2020,3,2,1,30,3,5,3,1,3,2
"2353",2020,3,2,2,20,1,7,3,2,1,3
"2354",2020,1,2,2,19,0,4,3,2,1,1
"2355",2020,4,2,2,31,0,7,1,2,1,2
"2356",2020,1,2,2,66,1,9,1,2,1,2
"2357",2020,2,3,2,54,7,1,2,2,2,3
"2358",2020,1,2,1,72,2,7,1,1,1,2
"2359",2020,1,2,2,71,2,6,2,2,4,2
"2360",2020,3,2,2,50,0,1,2,2,1,2
"2361",2020,4,1,2,75,0,10,1,1,1,2
"2362",2020,4,1,2,33,1,5,3,2,1,3
"2363",2020,1,1,1,27,1,8,1,1,2,1
"2364",2020,3,2,1,47,0,5,3,2,2,3
"2365",2020,4,2,1,54,0,7,2,1,1,2
"2366",2020,4,1,1,41,9,7,3,1,1,2
"2367",2020,1,2,1,53,2,9,1,1,1,2
"2368",2020,1,2,1,43,2,8,3,2,1,2
"2369",2020,4,1,1,71,1,6,2,1,1,2
"2370",2020,2,2,2,35,9,5,1,2,1,1
"2371",2020,4,2,1,67,0,1,2,1,1,2
"2372",2020,2,2,2,54,1,4,1,1,1,2
"2373",2020,2,2,1,62,2,7,2,1,1,2
"2374",2020,4,1,2,26,0,6,3,1,1,2
"2375",2020,4,2,2,25,0,9,1,1,1,2
"2376",2020,4,3,2,30,0,4,2,2,2,3
"2377",2020,4,2,2,63,1,9,1,2,1,2
"2378",2020,3,2,1,26,1,7,1,1,1,1
"2379",2020,3,2,1,71,2,6,2,2,2,2
"2380",2020,3,2,2,39,9,6,1,1,1,1
"2381",2020,3,2,2,26,0,7,2,2,2,2
"2382",2020,3,2,1,36,2,5,2,1,2,2
"2383",2020,4,2,2,36,0,7,1,2,1,3
"2384",2020,1,2,1,80,9,8,1,1,1,2
"2385",2020,1,2,1,54,1,3,3,1,1,2
"2386",2020,1,2,1,82,2,10,1,2,1,2
"2387",2020,4,1,2,35,2,8,1,1,1,1
"2388",2020,2,2,1,46,1,6,3,2,1,3
"2389",2020,3,2,1,22,0,8,1,2,1,2
"2390",2020,4,2,1,33,0,7,2,2,2,2
"2391",2020,1,2,2,63,9,10,1,2,2,2
"2392",2020,4,1,1,20,0,9,1,1,1,2
"2393",2020,2,2,2,67,2,7,3,1,2,2
"2394",2020,3,2,2,47,1,7,3,1,1,2
"2395",2020,2,3,2,45,1,6,2,2,2,3
"2396",2020,2,1,2,48,3,9,1,1,2,2
"2397",2020,1,2,2,54,0,8,2,2,2,3
"2398",2020,3,3,1,72,2,3,3,2,3,2
"2399",2020,4,1,1,69,1,8,1,1,1,1
"2400",2020,3,2,2,39,3,1,3,2,3,3
"2401",2020,2,1,2,33,2,8,1,2,1,3
"2402",2020,4,3,2,24,0,6,2,2,3,1
"2403",2020,4,4,1,48,0,1,2,2,1,3
"2404",2020,4,1,1,45,0,8,1,2,2,3
"2405",2020,4,1,1,69,1,9,1,2,1,2
"2406",2020,2,2,1,37,2,2,3,2,1,3
"2407",2020,2,2,1,21,0,10,1,1,1,2
"2408",2020,2,2,1,40,1,9,2,1,2,3
"2409",2020,4,2,2,31,0,9,1,1,1,2
"2410",2020,4,3,1,74,0,2,2,2,1,3
"2411",2020,3,2,2,28,0,7,1,2,1,2
"2412",2020,2,2,2,46,1,1,1,1,1,1
"2413",2020,1,1,2,35,2,7,1,2,1,2
"2414",2020,2,2,1,24,5,10,2,2,2,2
"2415",2020,4,1,2,27,0,7,1,1,1,2
"2416",2020,3,2,2,51,0,1,2,2,2,2
"2417",2020,3,2,2,73,2,7,1,1,1,2
"2418",2020,3,2,1,54,1,1,2,2,1,2
"2419",2020,3,1,2,57,2,6,1,1,2,2
"2420",2020,3,3,2,40,1,1,3,1,2,2
"2421",2020,2,1,2,64,2,8,3,1,1,1
"2422",2020,4,2,1,51,0,5,2,2,2,2
"2423",2020,3,2,1,62,2,8,1,2,1,2
"2424",2020,3,3,1,42,1,3,2,2,1,2
"2425",2020,3,2,1,53,1,8,1,1,1,2
"2426",2020,3,2,2,73,2,4,2,1,1,1
"2427",2020,4,1,1,55,0,8,3,1,1,2
"2428",2020,3,2,1,41,0,8,2,1,2,2
"2429",2020,4,3,1,23,1,1,3,2,1,3
"2430",2020,2,1,1,63,1,9,1,1,1,2
"2431",2020,2,2,2,58,3,4,2,1,2,2
"2432",2020,3,2,2,28,0,4,3,2,1,2
"2433",2020,4,2,1,25,0,6,3,1,2,2
"2434",2020,3,2,2,74,2,7,1,1,1,1
"2435",2020,4,2,1,62,1,9,1,2,2,2
"2436",2020,1,3,1,45,8,5,1,1,2,2
"2437",2020,4,1,1,66,0,8,1,1,1,2
"2438",2020,4,2,2,29,0,7,1,1,1,2
"2439",2020,2,3,2,57,0,5,3,2,2,2
"2440",2020,3,2,1,68,1,9,1,1,1,2
"2441",2020,4,1,1,38,1,8,2,2,1,2
"2442",2020,1,2,2,36,6,7,1,2,2,2
"2443",2020,4,2,2,44,9,6,3,2,2,2
"2444",2020,1,3,2,18,5,5,1,2,2,2
"2445",2020,4,2,1,46,0,7,1,1,1,2
"2446",2020,4,2,2,41,0,7,1,1,1,1
"2447",2020,2,3,2,58,1,7,3,1,1,2
"2448",2020,4,2,1,44,0,7,1,1,1,2
"2449",2020,3,2,2,48,1,5,3,1,2,2
"2450",2020,4,2,1,65,0,6,2,2,2,2
"2451",2020,4,2,1,49,1,5,3,1,1,2
"2452",2020,4,2,2,45,0,4,2,2,3,3
"2453",2020,4,2,2,29,0,6,1,1,1,1
"2454",2020,4,2,1,18,0,3,1,2,1,2
"2455",2020,1,1,2,25,1,8,1,2,1,2
"2456",2020,3,1,2,32,0,6,3,1,1,2
"2457",2020,4,1,2,19,0,8,1,2,1,2
"2458",2020,3,2,2,47,1,1,2,2,1,2
"2459",2020,3,2,1,63,1,7,1,1,2,2
"2460",2020,4,2,1,31,0,9,1,2,2,3
"2461",2020,4,1,1,42,7,9,1,2,1,2
"2462",2020,2,2,1,40,1,3,2,2,1,3
"2463",2020,3,2,2,23,0,7,1,2,1,2
"2464",2020,3,1,2,72,0,4,3,1,1,2
"2465",2020,4,1,1,45,0,10,3,1,1,1
"2466",2020,4,1,2,60,0,10,3,2,2,2
"2467",2020,4,2,2,65,0,7,1,2,1,2
"2468",2020,4,2,1,72,0,9,2,1,1,2
"2469",2020,3,3,2,59,0,2,2,2,2,2
"2470",2020,3,1,1,25,0,6,3,1,1,2
"2471",2020,3,2,1,66,1,7,1,1,1,2
"2472",2020,2,2,1,50,2,7,2,2,1,2
"2473",2020,2,2,1,71,9,7,1,1,2,1
"2474",2020,4,1,1,83,0,8,1,1,1,1
"2475",2020,3,2,1,50,0,8,1,2,2,2
"2476",2020,4,3,2,31,0,4,2,2,3,2
"2477",2020,3,2,1,21,5,5,1,1,1,3
"2478",2020,1,2,2,26,9,6,1,2,1,3
"2479",2020,3,2,2,39,2,6,1,2,1,2
"2480",2020,3,2,1,31,1,7,3,2,3,3
"2481",2020,1,3,2,20,2,2,2,2,1,1
"2482",2020,3,2,1,25,4,7,1,2,1,2
"2483",2020,4,3,2,54,1,5,3,2,1,2
"2484",2020,4,3,1,50,0,8,3,2,3,3
"2485",2020,2,1,1,62,7,7,3,1,1,2
"2486",2020,4,2,2,20,0,6,1,1,1,2
"2487",2020,4,2,2,43,0,8,1,2,1,3
"2488",2020,3,2,1,33,0,4,1,1,1,2
"2489",2020,3,2,1,37,1,6,1,2,2,2
"2490",2020,3,2,1,65,1,8,3,1,1,2
"2491",2020,4,1,1,36,0,8,1,1,1,2
"2492",2020,2,2,1,47,7,7,3,1,2,2
"2493",2020,1,3,1,58,2,4,3,2,1,2
"2494",2020,4,1,2,26,0,8,2,2,2,2
"2495",2020,4,2,2,31,0,5,2,2,1,2
"2496",2020,3,4,2,54,0,3,1,2,2,2
"2497",2020,3,1,2,69,1,7,1,1,1,2
"2498",2020,4,2,2,44,1,3,1,1,1,2
"2499",2020,3,2,1,40,1,9,1,2,1,2
"2500",2020,3,1,2,39,1,8,3,1,2,3
"2501",2020,1,1,2,35,5,7,3,2,1,2
"2502",2020,3,2,2,23,0,7,1,2,1,2
"2503",2020,4,2,2,22,0,5,1,2,2,2
"2504",2020,3,2,1,31,0,8,1,1,1,2
"2505",2020,3,1,2,44,0,8,1,1,1,2
"2506",2020,4,2,2,71,0,8,3,2,1,2
"2507",2020,2,2,1,39,6,8,1,1,1,2
"2508",2020,3,1,1,39,2,4,2,2,1,2
"2509",2020,3,2,1,66,0,2,1,1,1,2
"2510",2020,3,1,2,62,1,6,3,2,1,2
"2511",2020,3,3,2,30,0,7,2,2,1,2
"2512",2020,2,2,1,35,0,7,2,1,2,2
"2513",2020,4,2,1,45,0,6,3,2,4,4
"2514",2020,2,2,1,26,1,7,3,1,1,2
"2515",2020,1,3,1,59,5,5,2,2,1,2
"2516",2020,3,2,2,36,2,8,3,2,2,2
"2517",2020,3,3,2,40,2,1,2,1,2,2
"2518",2020,2,2,1,55,2,8,1,2,3,3
"2519",2020,4,3,2,30,0,5,2,2,2,2
"2520",2020,3,2,2,28,0,6,1,2,1,2
"2521",2020,3,3,1,27,0,3,2,1,2,2
"2522",2020,3,2,1,42,1,7,1,1,1,2
"2523",2020,3,3,2,21,8,3,1,2,1,2
"2524",2020,1,2,2,20,1,8,1,1,1,2
"2525",2020,4,2,2,25,0,4,3,1,1,1
"2526",2020,4,2,1,44,0,7,1,1,1,2
"2527",2020,2,1,1,58,1,5,1,1,1,1
"2528",2020,3,2,2,44,1,7,3,1,1,2
"2529",2020,4,2,1,38,0,9,1,1,1,1
"2530",2020,2,2,1,70,1,8,3,1,1,2
"2531",2020,3,1,1,53,1,9,2,2,1,3
"2532",2020,3,2,1,39,3,7,3,2,2,4
"2533",2020,2,1,1,28,2,7,3,1,1,2
"2534",2020,4,3,2,37,1,7,1,2,2,2
"2535",2020,3,2,2,58,1,6,3,2,1,2
"2536",2020,4,2,1,28,1,9,3,1,1,2
"2537",2020,4,2,2,46,0,5,1,1,1,2
"2538",2020,3,2,2,25,1,9,1,2,2,2
"2539",2020,2,2,1,50,1,4,1,2,1,2
"2540",2020,4,2,2,21,0,4,1,1,1,2
"2541",2020,3,2,1,52,0,4,1,2,2,2
"2542",2020,2,2,2,25,1,5,2,2,1,2
"2543",2020,4,2,2,30,0,7,1,2,2,1
"2544",2020,4,2,2,63,0,7,3,1,1,1
"2545",2020,1,2,2,41,0,3,2,1,2,2
"2546",2020,1,1,1,40,2,7,2,1,2,2
"2547",2020,3,2,1,76,2,5,3,1,1,1
"2548",2020,1,2,2,40,9,7,2,1,2,2
"2549",2020,1,3,1,28,0,9,1,2,2,2
"2550",2020,3,2,1,59,1,7,1,2,1,2
"2551",2020,1,2,1,30,5,8,3,2,2,3
"2552",2020,1,1,2,39,1,5,1,2,1,4
"2553",2020,3,2,2,22,0,8,2,2,2,2
"2554",2020,4,2,2,39,0,4,1,2,2,2
"2555",2020,2,1,2,51,1,7,3,1,1,2
"2556",2020,4,3,2,41,0,3,2,1,1,2
"2557",2020,4,2,1,54,3,8,1,2,1,2
"2558",2020,4,2,2,31,0,6,1,2,1,2
"2559",2020,3,2,2,37,1,6,2,2,1,2
"2560",2020,1,2,2,63,1,4,1,2,3,3
"2561",2020,4,2,1,70,0,7,1,1,1,3
"2562",2020,2,2,2,26,8,4,1,2,1,2
"2563",2020,3,2,2,23,1,8,3,1,1,1
"2564",2020,3,2,2,77,2,9,1,1,1,2
"2565",2020,1,4,2,67,1,1,2,1,1,1
"2566",2020,4,2,2,28,0,6,2,2,2,2
"2567",2020,2,1,1,65,2,7,1,1,2,2
"2568",2020,1,2,2,54,1,5,1,1,2,2
"2569",2020,2,2,1,42,1,5,3,1,1,2
"2570",2020,3,2,1,62,1,9,1,1,2,2
"2571",2020,3,1,2,39,0,5,2,2,2,4
"2572",2020,3,2,2,31,1,10,1,1,1,2
"2573",2020,1,3,2,18,5,6,1,1,1,2
"2574",2020,4,2,1,62,0,8,1,1,1,1
"2575",2020,3,1,2,36,0,8,3,1,1,2
"2576",2020,4,1,2,33,0,7,1,2,1,2
"2577",2020,3,2,2,60,1,7,1,1,1,2
"2578",2020,4,2,2,30,0,8,3,2,2,2
"2579",2020,4,2,2,67,0,5,3,1,1,2
"2580",2020,2,1,1,63,1,9,1,2,1,2
"2581",2020,4,2,2,40,0,9,1,1,2,2
"2582",2020,2,1,1,62,2,9,1,1,2,2
"2583",2020,1,3,1,49,1,6,3,2,1,3
"2584",2020,4,2,2,28,0,5,1,1,2,2
"2585",2020,4,2,2,32,9,7,1,1,1,1
"2586",2020,3,2,1,27,0,8,1,2,1,2
"2587",2020,3,2,2,42,0,5,1,1,1,2
"2588",2020,2,2,1,51,2,8,3,2,1,2
"2589",2020,2,2,1,72,2,9,1,1,1,2
"2590",2020,3,2,2,57,1,9,3,1,1,2
"2591",2020,3,2,1,32,0,3,2,1,1,3
"2592",2020,3,2,2,33,0,5,2,2,1,2
"2593",2020,1,2,2,24,8,7,1,1,1,2
"2594",2020,4,2,2,36,0,10,1,2,2,2
"2595",2020,3,2,1,43,0,4,2,2,1,2
"2596",2020,3,2,2,38,0,9,1,1,1,2
"2597",2020,4,2,1,34,1,3,2,2,1,2
"2598",2020,4,2,2,30,0,10,2,2,1,2
"2599",2020,4,2,2,26,0,6,2,2,1,2
"2600",2020,4,1,1,79,0,8,3,1,2,2
"2601",2020,4,2,1,64,0,8,1,1,3,2
"2602",2020,4,2,2,53,9,5,2,2,2,2
"2603",2020,2,2,1,62,4,7,2,2,1,1
"2604",2020,4,3,1,25,0,2,3,1,1,2
"2605",2020,4,2,2,27,0,7,1,1,1,2
"2606",2020,3,1,1,41,9,5,1,1,1,3
"2607",2020,2,1,2,62,2,8,3,2,2,2
"2608",2020,1,2,1,60,2,7,2,2,1,4
"2609",2020,4,2,2,49,0,5,1,2,1,2
"2610",2020,4,2,2,24,0,9,3,2,2,2
"2611",2020,3,2,2,69,1,5,2,1,1,2
"2612",2020,4,3,2,37,0,6,1,2,2,2
"2613",2020,4,2,1,38,0,6,3,1,2,2
"2614",2020,4,3,1,30,0,6,2,2,1,2
"2615",2020,2,2,1,31,0,7,1,1,1,2
